txn_id,date,product,region,channel,units,unit_price,revenue,discount_pct,tax
TXN1000105,2025-10-22,Thingamajig,Asia-Pacific,online,529,694.99,349267.22,5,62868.1
TXN1000106,2025-11-23,Gizmo-3000,Middle-East,retail,993,517.49,385400.68,25,69372.12
TXN1000107,2025-12-24,Contraption-A,Africa,wholesale,240,337.39,80973.6,0,14575.25
TXN1000108,2025-01-25,Device-Z,North-America,partner,22,651.36,14329.92,0,2579.39
TXN1000109,2025-02-26,Module-7,South-America,direct,148,26.68,3553.78,10,639.68
TXN1000110,2025-03-27,Widget-Alpha,Europe,online,886,620.01,466929.53,15,84047.32
TXN1000111,2025-04-28,Widget-Beta,Asia-Pacific,retail,645,252.23,130150.68,20,23427.12
TXN1000112,2025-05-01,Gadget-X1,Middle-East,wholesale,136,825.34,89796.99,20,16163.46
TXN1000113,2025-06-02,Gadget-X2,Africa,partner,156,229.88,35861.28,0,6455.03
TXN1000114,2025-07-03,Doohickey-Pro,North-America,direct,654,937.98,613438.92,0,110419.01
TXN1000115,2025-08-04,Thingamajig,South-America,online,333,534.47,169079.58,5,30434.32
TXN1000116,2025-09-05,Gizmo-3000,Europe,retail,49,527.8,23275.98,10,4189.68
TXN1000117,2025-10-06,Contraption-A,Asia-Pacific,wholesale,534,420.92,179817.02,20,32367.06
TXN1000118,2025-11-07,Device-Z,Middle-East,partner,229,991.64,215731.28,5,38831.63
TXN1000119,2025-12-08,Module-7,Africa,direct,818,771.83,568221.25,10,102279.82
TXN1000120,2025-01-09,Widget-Alpha,North-America,online,818,113.52,83573.42,10,15043.22
TXN1000121,2025-02-10,Widget-Beta,South-America,retail,187,22.4,3979.36,5,716.28
TXN1000122,2025-03-11,Gadget-X1,Europe,wholesale,356,498.09,168454.04,5,30321.73
TXN1000123,2025-04-12,Gadget-X2,Asia-Pacific,partner,808,54.99,42210.32,5,7597.86
TXN1000124,2025-05-13,Doohickey-Pro,Middle-East,direct,940,615.14,549320.02,5,98877.6
TXN1000125,2025-06-14,Thingamajig,Africa,online,710,215.98,122676.64,20,22081.8
TXN1000126,2025-07-15,Gizmo-3000,North-America,retail,751,598.72,337229.04,25,60701.23
TXN1000127,2025-08-16,Contraption-A,South-America,wholesale,341,965.34,246885.71,25,44439.43
TXN1000128,2025-09-17,Device-Z,Europe,partner,890,833.73,593615.76,20,106850.84
TXN1000129,2025-10-18,Module-7,Asia-Pacific,direct,585,553.33,307513.15,5,55352.37
TXN1000130,2025-11-19,Widget-Alpha,Middle-East,online,490,963.8,377809.6,20,68005.73
TXN1000131,2025-12-20,Widget-Beta,Africa,retail,302,961.95,232407.12,20,41833.28
TXN1000132,2025-01-21,Gadget-X1,North-America,wholesale,511,890.21,341172.98,25,61411.14
TXN1000133,2025-02-22,Gadget-X2,South-America,partner,730,30.86,19148.63,15,3446.75
TXN1000134,2025-03-23,Doohickey-Pro,Europe,direct,40,252.76,8593.84,15,1546.89
TXN1000135,2025-04-24,Thingamajig,Asia-Pacific,online,486,489.29,190235.95,20,34242.47
TXN1000136,2025-05-25,Gizmo-3000,Middle-East,retail,166,576.36,76540.61,20,13777.31
TXN1000137,2025-06-26,Contraption-A,Africa,wholesale,316,105.49,25001.13,25,4500.2
TXN1000138,2025-07-27,Device-Z,North-America,partner,751,422.03,301097.3,5,54197.51
TXN1000139,2025-08-28,Module-7,South-America,direct,954,177.07,168924.78,0,30406.46
TXN1000140,2025-09-01,Widget-Alpha,Europe,online,703,299.56,179002.08,15,32220.37
TXN1000141,2025-10-02,Widget-Beta,Asia-Pacific,retail,254,535.4,129192.02,5,23254.56
TXN1000142,2025-11-03,Gadget-X1,Middle-East,wholesale,64,767.52,39297.02,20,7073.46
TXN1000143,2025-12-04,Gadget-X2,Africa,partner,38,124.12,4480.73,5,806.53
TXN1000144,2025-01-05,Doohickey-Pro,North-America,direct,464,111.04,41218.05,20,7419.25
TXN1000145,2025-02-06,Thingamajig,South-America,online,327,621.83,183004.57,10,32940.82
TXN1000146,2025-03-07,Gizmo-3000,Europe,retail,171,693.89,118655.19,0,21357.93
TXN1000147,2025-04-08,Contraption-A,Asia-Pacific,wholesale,962,164.12,142095.1,10,25577.12
TXN1000148,2025-05-09,Device-Z,Middle-East,partner,397,304.08,102611.8,15,18470.12
TXN1000149,2025-06-10,Module-7,Africa,direct,351,365.33,96173.12,25,17311.16
TXN1000150,2025-07-11,Widget-Alpha,North-America,online,82,307.93,21462.72,15,3863.29
TXN1000151,2025-08-12,Widget-Beta,South-America,retail,242,130.69,31626.98,0,5692.86
TXN1000152,2025-09-13,Gadget-X1,Europe,wholesale,862,654.31,479412.94,15,86294.33
TXN1000153,2025-10-14,Gadget-X2,Asia-Pacific,partner,809,320.45,220357.44,15,39664.34
TXN1000154,2025-11-15,Doohickey-Pro,Middle-East,direct,938,345.76,308106.74,5,55459.21
TXN1000155,2025-12-16,Thingamajig,Africa,online,464,680.28,252519.94,20,45453.59
TXN1000156,2025-01-17,Gizmo-3000,North-America,retail,650,647.42,357699.55,15,64385.92
TXN1000157,2025-02-18,Contraption-A,South-America,wholesale,436,971.45,360019.37,15,64803.49
TXN1000158,2025-03-19,Device-Z,Europe,partner,70,398.86,20940.15,25,3769.23
TXN1000159,2025-04-20,Module-7,Asia-Pacific,direct,511,275.16,126546.08,10,22778.29
TXN1000160,2025-05-21,Widget-Alpha,Middle-East,online,881,735.97,615970.09,5,110874.62
TXN1000161,2025-06-22,Widget-Beta,Africa,retail,811,763.56,557322.44,10,100318.04
TXN1000162,2025-07-23,Gadget-X1,North-America,wholesale,980,123.96,121480.8,0,21866.54
TXN1000163,2025-08-24,Gadget-X2,South-America,partner,541,392.4,159216.3,25,28658.93
TXN1000164,2025-09-25,Doohickey-Pro,Europe,direct,441,846.13,373143.33,0,67165.8
TXN1000165,2025-10-26,Thingamajig,Asia-Pacific,online,871,904.3,630116.24,20,113420.92
TXN1000166,2025-11-27,Gizmo-3000,Middle-East,retail,501,77.72,33097.06,15,5957.47
TXN1000167,2025-12-28,Contraption-A,Africa,wholesale,923,187.15,129554.59,25,23319.83
TXN1000168,2025-01-01,Device-Z,North-America,partner,413,208.87,86263.31,0,15527.4
TXN1000169,2025-02-02,Module-7,South-America,direct,831,354.49,279852.13,5,50373.38
TXN1000170,2025-03-03,Widget-Alpha,Europe,online,932,497.28,370771.97,20,66738.95
TXN1000171,2025-04-04,Widget-Beta,Asia-Pacific,retail,612,665.09,345979.82,15,62276.37
TXN1000172,2025-05-05,Gadget-X1,Middle-East,wholesale,25,390.0,8287.5,15,1491.75
TXN1000173,2025-06-06,Gadget-X2,Africa,partner,708,477.39,337992.12,0,60838.58
TXN1000174,2025-07-07,Doohickey-Pro,North-America,direct,144,146.5,21096.0,0,3797.28
TXN1000175,2025-08-08,Thingamajig,South-America,online,663,737.22,366582.65,25,65984.88
TXN1000176,2025-09-09,Gizmo-3000,Europe,retail,646,81.16,49807.89,5,8965.42
TXN1000177,2025-10-10,Contraption-A,Asia-Pacific,wholesale,963,582.15,560610.45,0,100909.88
TXN1000178,2025-11-11,Device-Z,Middle-East,partner,11,820.15,7668.4,15,1380.31
TXN1000179,2025-12-12,Module-7,Africa,direct,739,772.05,456435.96,20,82158.47
TXN1000180,2025-01-13,Widget-Alpha,North-America,online,849,926.31,747115.33,5,134480.76
TXN1000181,2025-02-14,Widget-Beta,South-America,retail,982,882.04,866163.28,0,155909.39
TXN1000182,2025-03-15,Gadget-X1,Europe,wholesale,347,507.36,132040.44,25,23767.28
TXN1000183,2025-04-16,Gadget-X2,Asia-Pacific,partner,962,844.56,731220.05,10,131619.61
TXN1000184,2025-05-17,Doohickey-Pro,Middle-East,direct,807,384.45,248200.92,20,44676.17
TXN1000185,2025-06-18,Thingamajig,Africa,online,455,199.76,86346.26,5,15542.33
TXN1000186,2025-07-19,Gizmo-3000,North-America,retail,954,858.57,696214.41,15,125318.59
TXN1000187,2025-08-20,Contraption-A,South-America,wholesale,360,358.31,116092.44,10,20896.64
TXN1000188,2025-09-21,Device-Z,Europe,partner,97,120.9,11727.3,0,2110.91
TXN1000189,2025-10-22,Module-7,Asia-Pacific,direct,408,99.37,40542.96,0,7297.73
TXN1000190,2025-11-23,Widget-Alpha,Middle-East,online,719,533.56,326085.19,15,58695.33
TXN1000191,2025-12-24,Widget-Beta,Africa,retail,61,419.78,25606.58,0,4609.18
TXN1000192,2025-01-25,Gadget-X1,North-America,wholesale,837,312.32,261411.84,0,47054.13
TXN1000193,2025-02-26,Gadget-X2,South-America,partner,71,443.6,23621.7,25,4251.91
TXN1000194,2025-03-27,Doohickey-Pro,Europe,direct,465,857.78,319094.16,20,57436.95
TXN1000195,2025-04-28,Thingamajig,Asia-Pacific,online,290,35.03,8634.9,15,1554.28
TXN1000196,2025-05-01,Gizmo-3000,Middle-East,retail,86,932.13,60122.38,25,10822.03
TXN1000197,2025-06-02,Contraption-A,Africa,wholesale,988,130.17,102886.37,20,18519.55
TXN1000198,2025-07-03,Device-Z,North-America,partner,6,32.92,148.14,25,26.67
TXN1000199,2025-08-04,Module-7,South-America,direct,763,290.86,166444.64,25,29960.04
TXN1000200,2025-09-05,Widget-Alpha,Europe,online,77,743.56,42940.59,25,7729.31
TXN1000201,2025-10-06,Widget-Beta,Asia-Pacific,retail,838,899.22,715869.04,5,128856.43
TXN1000202,2025-11-07,Gadget-X1,Middle-East,wholesale,696,151.74,84488.83,20,15207.99
TXN1000203,2025-12-08,Gadget-X2,Africa,partner,604,788.06,428389.42,10,77110.1
TXN1000204,2025-01-09,Doohickey-Pro,North-America,direct,375,254.93,76479.0,20,13766.22
TXN1000205,2025-02-10,Thingamajig,South-America,online,436,119.39,44245.93,15,7964.27
TXN1000206,2025-03-11,Gizmo-3000,Europe,retail,590,767.4,384851.1,15,69273.2
TXN1000207,2025-04-12,Contraption-A,Asia-Pacific,wholesale,143,425.59,54773.43,10,9859.22
TXN1000208,2025-05-13,Device-Z,Middle-East,partner,96,940.54,72233.47,20,13002.02
TXN1000209,2025-06-14,Module-7,Africa,direct,504,265.9,120612.24,10,21710.2
TXN1000210,2025-07-15,Widget-Alpha,North-America,online,389,248.0,77177.6,20,13891.97
TXN1000211,2025-08-16,Widget-Beta,South-America,retail,990,335.3,315349.65,5,56762.94
TXN1000212,2025-09-17,Gadget-X1,Europe,wholesale,733,289.82,169950.45,20,30591.08
TXN1000213,2025-10-18,Gadget-X2,Asia-Pacific,partner,884,51.53,38719.64,15,6969.54
TXN1000214,2025-11-19,Doohickey-Pro,Middle-East,direct,379,153.32,49392.04,15,8890.57
TXN1000215,2025-12-20,Thingamajig,Africa,online,103,698.29,64731.48,10,11651.67
TXN1000216,2025-01-21,Gizmo-3000,North-America,retail,645,887.73,429439.39,25,77299.09
TXN1000217,2025-02-22,Contraption-A,South-America,wholesale,280,937.17,209926.08,20,37786.69
TXN1000218,2025-03-23,Device-Z,Europe,partner,673,862.31,522301.17,10,94014.21
TXN1000219,2025-04-24,Module-7,Asia-Pacific,direct,822,81.73,50386.54,25,9069.58
TXN1000220,2025-05-25,Widget-Alpha,Middle-East,online,191,189.66,27168.79,25,4890.38
TXN1000221,2025-06-26,Widget-Beta,Africa,retail,683,384.84,197134.29,25,35484.17
TXN1000222,2025-07-27,Gadget-X1,North-America,wholesale,335,626.26,188817.39,10,33987.13
TXN1000223,2025-08-28,Gadget-X2,South-America,partner,358,854.6,275352.12,10,49563.38
TXN1000224,2025-09-01,Doohickey-Pro,Europe,direct,87,609.17,50347.9,5,9062.62
TXN1000225,2025-10-02,Thingamajig,Asia-Pacific,online,464,655.46,228100.08,25,41058.01
TXN1000226,2025-11-03,Gizmo-3000,Middle-East,retail,232,854.88,178498.94,10,32129.81
TXN1000227,2025-12-04,Contraption-A,Africa,wholesale,21,797.55,15073.69,10,2713.26
TXN1000228,2025-01-05,Device-Z,North-America,partner,641,272.76,157355.24,10,28323.94
TXN1000229,2025-02-06,Module-7,South-America,direct,623,764.9,476532.7,0,85775.89
TXN1000230,2025-03-07,Widget-Alpha,Europe,online,23,120.87,2363.01,15,425.34
TXN1000231,2025-04-08,Widget-Beta,Asia-Pacific,retail,880,792.42,662463.12,5,119243.36
TXN1000232,2025-05-09,Gadget-X1,Middle-East,wholesale,594,162.92,77419.58,20,13935.52
TXN1000233,2025-06-10,Gadget-X2,Africa,partner,607,541.37,295750.43,10,53235.08
TXN1000234,2025-07-11,Doohickey-Pro,North-America,direct,163,751.86,104170.2,15,18750.64
TXN1000235,2025-08-12,Thingamajig,South-America,online,496,35.64,15909.7,10,2863.75
TXN1000236,2025-09-13,Gizmo-3000,Europe,retail,48,453.14,19575.65,10,3523.62
TXN1000237,2025-10-14,Contraption-A,Asia-Pacific,wholesale,58,199.02,10388.84,10,1869.99
TXN1000238,2025-11-15,Device-Z,Middle-East,partner,792,120.88,76589.57,20,13786.12
TXN1000239,2025-12-16,Module-7,Africa,direct,769,44.83,29303.13,15,5274.56
TXN1000240,2025-01-17,Widget-Alpha,North-America,online,452,904.0,408608.0,0,73549.44
TXN1000241,2025-02-18,Widget-Beta,South-America,retail,926,344.15,270880.46,15,48758.48
TXN1000242,2025-03-19,Gadget-X1,Europe,wholesale,87,326.76,27006.71,5,4861.21
TXN1000243,2025-04-20,Gadget-X2,Asia-Pacific,partner,893,181.5,162079.5,0,29174.31
TXN1000244,2025-05-21,Doohickey-Pro,Middle-East,direct,104,204.17,21233.68,0,3822.06
TXN1000245,2025-06-22,Thingamajig,Africa,online,203,618.39,112979.85,10,20336.37
TXN1000246,2025-07-23,Gizmo-3000,North-America,retail,30,934.6,21028.5,25,3785.13
TXN1000247,2025-08-24,Contraption-A,South-America,wholesale,225,938.54,211171.5,0,38010.87
TXN1000248,2025-09-25,Device-Z,Europe,partner,96,828.6,75568.32,5,13602.3
TXN1000249,2025-10-26,Module-7,Asia-Pacific,direct,309,37.81,9930.8,15,1787.54
TXN1000250,2025-11-27,Widget-Alpha,Middle-East,online,644,508.96,278604.7,15,50148.85
TXN1000251,2025-12-28,Widget-Beta,Africa,retail,363,455.38,157037.79,5,28266.8
TXN1000252,2025-01-01,Gadget-X1,North-America,wholesale,809,477.1,328077.82,15,59054.01
TXN1000253,2025-02-02,Gadget-X2,South-America,partner,143,946.62,101524.99,25,18274.5
TXN1000254,2025-03-03,Doohickey-Pro,Europe,direct,266,441.12,111471.02,5,20064.78
TXN1000255,2025-04-04,Thingamajig,Asia-Pacific,online,309,192.13,59368.17,0,10686.27
TXN1000256,2025-05-05,Gizmo-3000,Middle-East,retail,781,677.37,502574.67,5,90463.44
TXN1000257,2025-06-06,Contraption-A,Africa,wholesale,201,504.94,81194.35,20,14614.98
TXN1000258,2025-07-07,Device-Z,North-America,partner,708,481.43,323809.82,5,58285.77
TXN1000259,2025-08-08,Module-7,South-America,direct,892,420.67,318951.99,15,57411.36
TXN1000260,2025-09-09,Widget-Alpha,Europe,online,408,539.39,176056.9,20,31690.24
TXN1000261,2025-10-10,Widget-Beta,Asia-Pacific,retail,535,466.87,237286.68,5,42711.6
TXN1000262,2025-11-11,Gadget-X1,Middle-East,wholesale,427,39.28,15095.3,10,2717.15
TXN1000263,2025-12-12,Gadget-X2,Africa,partner,719,574.75,351258.46,15,63226.52
TXN1000264,2025-01-13,Doohickey-Pro,North-America,direct,689,141.44,97452.16,0,17541.39
TXN1000265,2025-02-14,Thingamajig,South-America,online,314,825.63,194435.86,25,34998.45
TXN1000266,2025-03-15,Gizmo-3000,Europe,retail,479,629.57,301564.03,0,54281.53
TXN1000267,2025-04-16,Contraption-A,Asia-Pacific,wholesale,799,979.94,587229.05,25,105701.23
TXN1000268,2025-05-17,Device-Z,Middle-East,partner,414,47.99,15894.29,20,2860.97
TXN1000269,2025-06-18,Module-7,Africa,direct,576,848.56,391016.45,20,70382.96
TXN1000270,2025-07-19,Widget-Alpha,North-America,online,643,788.63,405671.27,20,73020.83
TXN1000271,2025-08-20,Widget-Beta,South-America,retail,998,171.69,154211.96,10,27758.15
TXN1000272,2025-09-21,Gadget-X1,Europe,wholesale,746,687.07,461298.8,10,83033.78
TXN1000273,2025-10-22,Gadget-X2,Asia-Pacific,partner,155,16.66,1936.73,25,348.61
TXN1000274,2025-11-23,Doohickey-Pro,Middle-East,direct,23,707.94,15468.49,5,2784.33
TXN1000275,2025-12-24,Thingamajig,Africa,online,348,197.21,54903.26,20,9882.59
TXN1000276,2025-01-25,Gizmo-3000,North-America,retail,384,696.94,227481.22,15,40946.62
TXN1000277,2025-02-26,Contraption-A,South-America,wholesale,853,757.04,516604.1,20,92988.74
TXN1000278,2025-03-27,Device-Z,Europe,partner,598,972.69,552585.19,5,99465.33
TXN1000279,2025-04-28,Module-7,Asia-Pacific,direct,390,789.69,261782.24,15,47120.8
TXN1000280,2025-05-01,Widget-Alpha,Middle-East,online,354,959.71,254803.01,25,45864.54
TXN1000281,2025-06-02,Widget-Beta,Africa,retail,312,562.26,175425.12,0,31576.52
TXN1000282,2025-07-03,Gadget-X1,North-America,wholesale,922,7.56,6273.29,10,1129.19
TXN1000283,2025-08-04,Gadget-X2,South-America,partner,690,482.81,333138.9,0,59965.0
TXN1000284,2025-09-05,Doohickey-Pro,Europe,direct,891,321.89,258123.59,10,46462.25
TXN1000285,2025-10-06,Thingamajig,Asia-Pacific,online,111,229.58,19112.53,25,3440.26
TXN1000286,2025-11-07,Gizmo-3000,Middle-East,retail,960,405.7,350524.8,10,63094.46
TXN1000287,2025-12-08,Contraption-A,Africa,wholesale,763,528.21,302268.17,25,54408.27
TXN1000288,2025-01-09,Device-Z,North-America,partner,280,951.33,226416.54,15,40754.98
TXN1000289,2025-02-10,Module-7,South-America,direct,685,500.18,256967.47,25,46254.14
